encoder_fn_name,encoder_fn_kwargs_path,reduce_fn_name,reduce_fn_kwargs_path,epochs,measurements,lens_batch_size,knn_batch_size,encoder_lr,lens_lr,predictor_lr,encoder_wd,lens_wd,predictor_wd,train_families,use_transformer,use_bert,restore_transformer_dir,test_knn_accuracy_untrained_lens_1_knn_train_samples,test_knn_accuracy_untrained_lens_5_knn_train_samples,test_knn_accuracy_untrained_lens_10_knn_train_samples,test_knn_accuracy_untrained_lens_50_knn_train_samples,lens_accuracy_measurement_0,lens_cross_entropy_measurement_0,test_knn_accuracy_trained_lens_1_knn_train_samples_measurement_0,test_knn_accuracy_trained_lens_5_knn_train_samples_measurement_0,test_knn_accuracy_trained_lens_10_knn_train_samples_measurement_0,test_knn_accuracy_trained_lens_50_knn_train_samples_measurement_0,lens_accuracy_measurement_1,lens_cross_entropy_measurement_1,test_knn_accuracy_trained_lens_1_knn_train_samples_measurement_1,test_knn_accuracy_trained_lens_5_knn_train_samples_measurement_1,test_knn_accuracy_trained_lens_10_knn_train_samples_measurement_1,test_knn_accuracy_trained_lens_50_knn_train_samples_measurement_1,train_knn_accuracy_untrained_lens_1_knn_train_samples,train_knn_accuracy_trained_lens_1_knn_train_samples_measurement_0,train_knn_accuracy_trained_lens_1_knn_train_samples_measurement_1,first_test_family,last_test_family,lens_shuffle_seed,lens_sample_random_state,knn_shuffle_seed,knn_sample_random_state,gcs_bucket,save_dir,lens_train_samples,data_partitions_dirpath,results_save_dir,load_model,load_model_dir,load_model_step,save_model,save_model_dir,index,model_random_key
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.001,0.0001,0.0005,0.1,0.2,0.1,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.8789282836422241,47200.90234375,0.6233766233766234,0.8304473304473304,0.8773448773448773,0.9307359307359307,0.8831587429492345,48330.50390625,0.6161616161616161,0.8318903318903319,0.8831168831168831,0.9343434343434344,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0001,5e-05,0.0005,0.1,0.1,0.05,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.883063942740674,44352.32421875,0.6284271284271284,0.8463203463203464,0.8903318903318903,0.9451659451659452,0.8937526662558658,41595.4296875,0.5995670995670995,0.8225108225108225,0.8737373737373737,0.937950937950938,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0001,1e-05,5e-06,0.3,0.05,0.0,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.045824050812911785,623772.8125,0.3484848484848485,0.6147186147186147,0.7041847041847041,0.8102453102453102,0.26354457979807555,399694.21875,0.4292929292929293,0.6904761904761905,0.759018759018759,0.8600288600288599,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0001,5e-05,0.0001,0.05,0.05,0.05,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.8562117836659241,56279.9921875,0.6248196248196248,0.8376623376623377,0.8852813852813853,0.9422799422799424,0.8976631748589847,40492.578125,0.6493506493506493,0.8600288600288599,0.8975468975468975,0.9502164502164502,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0001,1e-05,0.0001,0.1,0.1,0.0,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.8492321183106603,60342.5703125,0.6046176046176046,0.8225108225108225,0.8722943722943723,0.935064935064935,0.900009480020856,38553.05859375,0.6414141414141414,0.8513708513708513,0.8939393939393939,0.9509379509379507,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0001,1e-05,5e-06,0.2,0.05,0.05,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.050623311371285014,619246.8125,0.3362193362193362,0.6219336219336219,0.7164502164502164,0.8210678210678211,0.2730720007584017,393629.6875,0.4365079365079365,0.7077922077922078,0.7857142857142857,0.873015873015873,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,5e-05,5e-06,1e-05,0.2,0.1,0.1,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.03605962933118453,640043.625,0.29004329004329005,0.5447330447330447,0.6515151515151515,0.7763347763347763,0.34668436270559794,346767.15625,0.3975468975468976,0.6544011544011544,0.7438672438672439,0.8405483405483406,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0001,5e-05,0.001,0.1,0.05,0.0,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.8920936626060577,42203.19140625,0.6385281385281385,0.8477633477633477,0.8932178932178932,0.9422799422799424,0.8951154192539224,43731.2890625,0.6168831168831169,0.8246753246753247,0.8823953823953824,0.924963924963925,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0005,1e-05,0.0001,0.1,0.05,0.0,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.8493506185713608,59259.8984375,0.6313131313131313,0.8333333333333334,0.8852813852813853,0.9437229437229436,0.8916552116414657,44135.12109375,0.6479076479076479,0.8463203463203464,0.8953823953823954,0.9466089466089466,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,5e-05,1e-05,1e-05,0.3,0.1,0.0,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.03491017680238896,638845.1875,0.2792207792207792,0.5144300144300145,0.6255411255411255,0.7597402597402597,0.3668412570507655,329872.0,0.4054834054834055,0.6522366522366523,0.7438672438672439,0.8499278499278499,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.001,1e-05,0.001,0.05,0.2,0.05,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.8801014362231597,48061.88671875,0.5808080808080808,0.8073593073593074,0.8556998556998557,0.9242424242424242,0.8876380528037162,47155.65625,0.551948051948052,0.7871572871572872,0.8412698412698413,0.9134199134199136,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0001,1e-05,5e-05,0.3,0.05,0.0,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.7505332511731526,107737.5625,0.536075036075036,0.7734487734487735,0.8513708513708513,0.9199134199134201,0.8599445418779922,54436.1875,0.6183261183261183,0.8318903318903319,0.8946608946608947,0.9451659451659452,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0001,5e-05,0.0001,0.05,0.2,0.05,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.8482604161729156,59316.7578125,0.6132756132756133,0.8333333333333334,0.8867243867243867,0.935064935064935,0.8959804711570365,41227.2109375,0.6349206349206349,0.8463203463203464,0.8975468975468975,0.9451659451659452,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.001,1e-05,5e-06,0.2,0.1,0.05,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.26038062283737023,413193.28125,0.4935064935064935,0.7258297258297258,0.7994227994227994,0.8874458874458875,0.43800066360146,286494.59375,0.5288600288600288,0.7467532467532467,0.8253968253968254,0.8982683982683982,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,5e-05,1e-05,5e-06,0.3,0.1,0.1,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.013319429302744466,701289.875,0.3463203463203463,0.6089466089466089,0.7012987012987013,0.8225108225108225,0.15676399488078874,497162.625,0.3528138528138528,0.5988455988455988,0.6948051948051948,0.8102453102453102,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
transformer,medium_transformer_kwargs,linear_max_pool,linear_pool_1024,10,2.0,64,64,0.0,1e-05,0.0001,0.0,0.05,0.2,10000,True,True,gs://sequin-public/transformer_models/medium_trembl_bert/,0.4466089466089466,0.7142857142857143,0.8023088023088023,0.9040404040404041,0.7888680855097882,89609.734375,0.6515151515151515,0.8578643578643579,0.9155844155844156,0.9588744588744588,0.8987770773095701,39965.12109375,0.7359307359307359,0.8997113997113997,0.9401154401154399,0.9761904761904762,0.28302602265724985,0.4687751813053989,0.5569749253448357,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.001,1e-05,0.0005,0.1,0.1,0.0,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.8923188131013888,42071.70703125,0.613997113997114,0.8326118326118326,0.8737373737373737,0.9336219336219336,0.9023794852348676,38978.69140625,0.6067821067821068,0.8253968253968254,0.8780663780663781,0.9285714285714286,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0005,5e-05,0.0005,0.05,0.2,0.1,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.8923662132056691,41805.5625,0.6284271284271284,0.8217893217893217,0.8780663780663781,0.9422799422799424,0.90082713181969,40539.76171875,0.6197691197691197,0.8167388167388168,0.8737373737373737,0.937950937950938,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0005,5e-06,5e-06,0.3,0.1,0.05,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.1947907285396028,459589.34375,0.4660894660894661,0.7164502164502164,0.7936507936507936,0.8816738816738817,0.3752666255865763,322239.5,0.5122655122655123,0.7453102453102453,0.8232323232323232,0.9040404040404041,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0001,5e-05,1e-05,0.2,0.05,0.05,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.2798739157226146,381821.4375,0.3874458874458874,0.6399711399711401,0.7207792207792207,0.8383838383838383,0.5549248708347159,206287.65625,0.4956709956709957,0.7474747474747475,0.8145743145743146,0.8961038961038961,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.001,1e-05,5e-06,0.3,0.1,0.1,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.249573399061478,419994.375,0.4639249639249639,0.7121212121212122,0.7835497835497836,0.8665223665223665,0.4180807697776935,298411.875,0.5086580086580087,0.7481962481962482,0.8109668109668109,0.8896103896103896,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
cnn_one_hot,2-layer_cnn_kwargs,linear_max_pool,linear_pool_1024,10,2.0,512,512,0.0001,5e-05,1e-05,0.3,0.1,0.1,10000,False,False,,0.30303030303030304,0.5613275613275613,0.6536796536796536,0.7864357864357865,0.2728468502630706,388570.75,0.38023088023088025,0.6406926406926406,0.7352092352092352,0.8427128427128427,0.5520927146039721,207824.421875,0.4898989898989899,0.7453102453102453,0.8138528138528138,0.8997113997113997,,,,15000,16000,0,0,1,1,sequin-public,pfam_experiment_data,50,random_split/,,,,,,,,0.0
